+----------------------------------------------------+--------------------------------------------------------+--------------------------------------+------+
| Mod name                                           | Registry name                                          | Entity class name                    |   ID |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:twilight_wraith_minion                     | EntityTwilightWraithMinion           |    7 |
| Electroblob's Wizardry: Twilight Forest Spell Pack | tfspellpack:unstable_ice_core_minion                   | EntityUnstableIceCoreMinion          |    2 |
| Embers Rekindled                                   | embers:ancient_golem                                   | EntityAncientGolem                   |    2 |
| Embers Rekindled                                   | embers:ember_light                                     | EntityEmberLight                     |    3 |
| Embers Rekindled                                   | embers:ember_packet                                    | EntityEmberPacket                    |    0 |
| Embers Rekindled                                   | embers:ember_projectile                                | EntityEmberProjectile                |    1 |
| Ender IO                                           | enderio:falling_machine                                | EntityFallingMachine                 |    1 |
| Ender IO                                           | enderio:owl_egg                                        | EntityOwlEgg                         |    9 |
| Ender IO                                           | enderio:primed_charge                                  | EntityPrimedCharge                   |    0 |
| Ender IO                                           | enderiomachines:weather_rocket                         | EntityWeatherRocket                  |   33 |
| Erebus                                             | erebus:erebus.animated_bamboo_crate                    | EntityAnimatedBambooCrate            |   52 |
| Erebus                                             | erebus:erebus.animated_block                           | EntityAnimatedBlock                  |   50 |
| Erebus                                             | erebus:erebus.animated_chest                           | EntityAnimatedChest                  |   51 |
| Erebus                                             | erebus:erebus.antlion                                  | EntityAntlion                        |   14 |
| Erebus                                             | erebus:erebus.antlion_boss                             | EntityAntlionBoss                    |   57 |
| Erebus                                             | erebus:erebus.antlion_mini_boss                        | EntityAntlionMiniBoss                |   35 |
| Erebus                                             | erebus:erebus.bed_bug                                  | EntityBedBug                         |   61 |
| Erebus                                             | erebus:erebus.beetle                                   | EntityBeetle                         |    3 |
| Erebus                                             | erebus:erebus.beetle_larva                             | EntityBeetleLarva                    |    0 |
| Erebus                                             | erebus:erebus.black_ant                                | EntityBlackAnt                       |   41 |
| Erebus                                             | erebus:erebus.black_widow                              | EntityBlackWidow                     |   15 |
| Erebus                                             | erebus:erebus.bog_maw                                  | EntityBogMaw                         |   47 |
| Erebus                                             | erebus:erebus.bombardier_beetle                        | EntityBombardierBeetle               |   17 |
| Erebus                                             | erebus:erebus.bombardier_beetle_larva                  | EntityBombardierBeetleLarva          |   59 |
| Erebus                                             | erebus:erebus.bot_fly                                  | EntityBotFly                         |    7 |
| Erebus                                             | erebus:erebus.bot_fly_larva                            | EntityBotFlyLarva                    |   28 |
| Erebus                                             | erebus:erebus.centipede                                | EntityCentipede                      |    2 |
| Erebus                                             | erebus:erebus.chameleon_tick                           | EntityChameleonTick                  |   36 |
| Erebus                                             | erebus:erebus.cicada                                   | EntityCicada                         |   32 |
| Erebus                                             | erebus:erebus.crop_weevil                              | EntityCropWeevil                     |   30 |
| Erebus                                             | erebus:erebus.crushroom                                | EntityCrushroom                      |   40 |
| Erebus                                             | erebus:erebus.dragon_fly                               | EntityDragonfly                      |   25 |
| Erebus                                             | erebus:erebus.fire_ant                                 | EntityFireAnt                        |   22 |
| Erebus                                             | erebus:erebus.fire_ant_soldier                         | EntityFireAntSoldier                 |   33 |
| Erebus                                             | erebus:erebus.fire_resistent_item                      | EntityFireResistent                  |   54 |
| Erebus                                             | erebus:erebus.fly                                      | EntityFly                            |    4 |
| Erebus                                             | erebus:erebus.fungal_weevil                            | EntityFungalWeevil                   |   29 |
| Erebus                                             | erebus:erebus.gas_vent                                 | EntityGasVent                        |   79 |
| Erebus                                             | erebus:erebus.glow_worm                                | EntityGlowWorm                       |   16 |
| Erebus                                             | erebus:erebus.goo_ball                                 | EntityGooBall                        |   74 |
| Erebus                                             | erebus:erebus.grasshopper                              | EntityGrasshopper                    |   10 |
| Erebus                                             | erebus:erebus.honey_pot_ant                            | EntityHoneyPotAnt                    |   58 |
| Erebus                                             | erebus:erebus.jumping_spider                           | EntityJumpingSpider                  |   21 |
| Erebus                                             | erebus:erebus.lava_web_spider                          | EntityLavaWebSpider                  |   34 |
| Erebus                                             | erebus:erebus.locust                                   | EntityLocust                         |   11 |
| Erebus                                             | erebus:erebus.magma_crawler                            | EntityMagmaCrawler                   |   49 |
| Erebus                                             | erebus:erebus.midge_swarm                              | EntityMidgeSwarm                     |   38 |
| Erebus                                             | erebus:erebus.money_spider                             | EntityMoneySpider                    |   19 |
| Erebus                                             | erebus:erebus.mosquito                                 | EntityMosquito                       |    5 |
| Erebus                                             | erebus:erebus.moth                                     | EntityMoth                           |   12 |
| Erebus                                             | erebus:erebus.mucus_bomb_primed                        | EntityMucusBombPrimed                |   55 |
| Erebus                                             | erebus:erebus.poison_jet                               | EntityPoisonJet                      |   78 |
| Erebus                                             | erebus:erebus.pond_skater                              | EntityPondSkater                     |   45 |
| Erebus                                             | erebus:erebus.praying_mantis                           | EntityPrayingMantis                  |   20 |
| Erebus                                             | erebus:erebus.preserved_block                          | EntityPreservedBlock                 |   81 |
| Erebus                                             | erebus:erebus.punchroom                                | EntityPunchroom                      |   39 |
| Erebus                                             | erebus:erebus.rhino_beetle                             | EntityRhinoBeetle                    |   13 |
| Erebus                                             | erebus:erebus.scorpion                                 | EntityScorpion                       |    8 |
| Erebus                                             | erebus:erebus.scytodes                                 | EntityScytodes                       |   18 |
| Erebus                                             | erebus:erebus.solifuge                                 | EntitySolifuge                       |    9 |
| Erebus                                             | erebus:erebus.solifuge_small                           | EntitySolifugeSmall                  |   37 |
| Erebus                                             | erebus:erebus.spore_ball                               | EntitySporeBall                      |   76 |
| Erebus                                             | erebus:erebus.stag_beetle                              | EntityStagBeetle                     |   62 |
| Erebus                                             | erebus:erebus.tarantula                                | EntityTarantula                      |    6 |
| Erebus                                             | erebus:erebus.tarantula_baby                           | EntityTarantulaBaby                  |   44 |
| Erebus                                             | erebus:erebus.tarantula_egg                            | EntityTarantulaEgg                   |   77 |
| Erebus                                             | erebus:erebus.tarantula_mini_boss                      | EntityTarantulaMiniboss              |   43 |
| Erebus                                             | erebus:erebus.thrown_sand                              | EntityThrownSand                     |   80 |
| Erebus                                             | erebus:erebus.titan_beetle                             | EntityTitanBeetle                    |   27 |
| Erebus                                             | erebus:erebus.umber_golem                              | EntityUmberGolem                     |   53 |
| Erebus                                             | erebus:erebus.umber_golem_idol                         | EntityUmberGolemDungeonTypes         |   56 |
| Erebus                                             | erebus:erebus.velvet_worm                              | EntityVelvetWorm                     |   24 |
| Erebus                                             | erebus:erebus.wasp                                     | EntityWasp                           |    1 |
| Erebus                                             | erebus:erebus.wasp_dagger                              | EntityWaspDagger                     |   70 |
| Erebus                                             | erebus:erebus.web_sling                                | EntityWebSling                       |   71 |
| Erebus                                             | erebus:erebus.woodlouse                                | EntityWoodlouse                      |   31 |
| Erebus                                             | erebus:erebus.woodlouse_ball                           | EntityWoodlouseBall                  |   75 |
| Erebus                                             | erebus:erebus.worker_bee                               | EntityWorkerBee                      |   23 |
| Erebus                                             | erebus:erebus.zombie_ant                               | EntityZombieAnt                      |   42 |
| Erebus                                             | erebus:erebus.zombie_ant_soldier                       | EntityZombieAntSoldier               |   60 |
| Extra Golems                                       | golems:golem_bedrock                                   | EntityBedrockGolem                   |    1 |
| Extra Golems                                       | golems:golem_bone                                      | EntityBoneGolem                      |    2 |
| Extra Golems                                       | golems:golem_bookshelf                                 | EntityBookshelfGolem                 |    3 |
| Extra Golems                                       | golems:golem_clay                                      | EntityClayGolem                      |    4 |
| Extra Golems                                       | golems:golem_coal                                      | EntityCoalGolem                      |    5 |
| Extra Golems                                       | golems:golem_concrete                                  | EntityConcreteGolem                  |    6 |
| Extra Golems                                       | golems:golem_crafting                                  | EntityCraftingGolem                  |    7 |
| Extra Golems                                       | golems:golem_diamond                                   | EntityDiamondGolem                   |    8 |
| Extra Golems                                       | golems:golem_dispenser                                 | EntityDispenserGolem                 |    9 |
| Extra Golems                                       | golems:golem_emerald                                   | EntityEmeraldGolem                   |   10 |
| Extra Golems                                       | golems:golem_end_stone                                 | EntityEndstoneGolem                  |   11 |
| Extra Golems                                       | golems:golem_furnace                                   | EntityFurnaceGolem                   |   12 |
| Extra Golems                                       | golems:golem_glass                                     | EntityGlassGolem                     |   13 |
| Extra Golems                                       | golems:golem_glowstone                                 | EntityGlowstoneGolem                 |   14 |
| Extra Golems                                       | golems:golem_gold                                      | EntityGoldGolem                      |   15 |
| Extra Golems                                       | golems:golem_hardened_clay                             | EntityHardenedClayGolem              |   16 |
| Extra Golems                                       | golems:golem_ice                                       | EntityIceGolem                       |   17 |
| Extra Golems                                       | golems:golem_lapis                                     | EntityLapisGolem                     |   18 |
| Extra Golems                                       | golems:golem_leaves                                    | EntityLeafGolem                      |   19 |
| Extra Golems                                       | golems:golem_magma                                     | EntityMagmaGolem                     |   20 |
| Extra Golems                                       | golems:golem_melon                                     | EntityMelonGolem                     |   21 |
| Extra Golems                                       | golems:golem_nether_brick                              | EntityNetherBrickGolem               |   23 |
| Extra Golems                                       | golems:golem_nether_wart                               | EntityNetherWartGolem                |   24 |
| Extra Golems                                       | golems:golem_obsidian                                  | EntityObsidianGolem                  |   25 |
| Extra Golems                                       | golems:golem_prismarine                                | EntityPrismarineGolem                |   26 |
| Extra Golems                                       | golems:golem_quartz                                    | EntityQuartzGolem                    |   27 |
| Extra Golems                                       | golems:golem_red_sandstone                             | EntityRedSandstoneGolem              |   28 |
| Extra Golems                                       | golems:golem_redstone                                  | EntityRedstoneGolem                  |   29 |
| Extra Golems                                       | golems:golem_redstone_lamp                             | EntityRedstoneLampGolem              |   30 |
| Extra Golems                                       | golems:golem_sandstone                                 | EntitySandstoneGolem                 |   31 |
| Extra Golems                                       | golems:golem_sea_lantern                               | EntitySeaLanternGolem                |   32 |
| Extra Golems                                       | golems:golem_shroom                                    | EntityMushroomGolem                  |   22 |
| Extra Golems                                       | golems:golem_slime                                     | EntitySlimeGolem                     |   33 |
| Extra Golems                                       | golems:golem_sponge                                    | EntitySpongeGolem                    |   34 |
| Extra Golems                                       | golems:golem_stained_clay                              | EntityStainedClayGolem               |   35 |
| Extra Golems                                       | golems:golem_stained_glass                             | EntityStainedGlassGolem              |   36 |
| Extra Golems                                       | golems:golem_straw                                     | EntityStrawGolem                     |   37 |
| Extra Golems                                       | golems:golem_tnt                                       | EntityTNTGolem                       |   38 |
| Extra Golems                                       | golems:golem_wooden                                    | EntityWoodenGolem                    |   39 |
| Extra Golems                                       | golems:golem_wool                                      | EntityWoolGolem                      |   40 |
| Extra Utilities 2                                  | extrautils2:boomerang                                  | EntityBoomerang                      |    0 |
| Extra Utilities 2                                  | extrautils2:chunkdata                                  | EntityChunkData                      |    1 |
| ExtraBotany                                        | extrabotany:aurafire                                   | EntityAuraFire                       |   20 |
| ExtraBotany                                        | extrabotany:bottledstar                                | EntityBottledStar                    |   16 |
| ExtraBotany                                        | extrabotany:darkpixie                                  | EntityDarkPixie                      |    8 |
| ExtraBotany                                        | extrabotany:domain                                     | EntityDomain                         |   10 |
| ExtraBotany                                        | extrabotany:fb                                         | EntityFlyingBoat                     |    7 |
| ExtraBotany                                        | extrabotany:flower_weapon                              | EntityFlowerWeapon                   |    0 |
| ExtraBotany                                        | extrabotany:gaiaiii                                    | EntityGaiaIII                        |    1 |
| ExtraBotany                                        | extrabotany:judahoath                                  | EntityJudahOath                      |   14 |
| ExtraBotany                                        | extrabotany:judahspear                                 | EntityJudahSpear                     |   13 |
| ExtraBotany                                        | extrabotany:judahsword                                 | EntityJudahSword                     |   21 |
| ExtraBotany                                        | extrabotany:magicarrow                                 | EntityMagicArrow                     |    5 |
| ExtraBotany                                        | extrabotany:petpixie                                   | EntityPetPixie                       |   15 |
| ExtraBotany                                        | extrabotany:phantomsword                               | EntityPhantomSword                   |   22 |
| ExtraBotany                                        | extrabotany:skulllandmine                              | EntitySkullLandmine                  |    3 |
| ExtraBotany                                        | extrabotany:skullminion                                | EntitySkullMinion                    |    4 |
| ExtraBotany                                        | extrabotany:skullmissile                               | EntitySkullMissile                   |    2 |
| ExtraBotany                                        | extrabotany:splashgrenade                              | EntitySplashGrenade                  |    6 |
| ExtraBotany                                        | extrabotany:subspace                                   | EntitySubspace                       |   11 |
| ExtraBotany                                        | extrabotany:subspacelance                              | EntitySubspaceLance                  |   19 |
| ExtraBotany                                        | extrabotany:subspacespear                              | EntitySubspaceSpear                  |   12 |
| ExtraBotany                                        | extrabotany:sworddomain                                | EntitySwordDomain                    |    9 |
| ExtraBotany                                        | extrabotany:void                                       | EntityVoid                           |   17 |
| ExtraBotany                                        | extrabotany:voidherrscher                              | EntityVoidHerrscher                  |   18 |
| Fairy Lights                                       | fairylights:fastener                                   | EntityFenceFastener                  |    0 |
| Fairy Lights                                       | fairylights:ladder                                     | EntityLadder                         |    1 |
| Fishing Made Better                                | fishingmadebetter:fmblavafishhook                      | EntityFMBLavaFishHook                |    0 |
| Fishing Made Better                                | fishingmadebetter:fmbvoidfishhook                      | EntityFMBVoidFishHook                |    1 |
| Forestry                                           | forestry:butterflyge                                   | EntityButterfly                      |    0 |
| Forestry                                           | forestry:cart.apiary                                   | EntityMinecartApiary                 |    2 |
| Forestry                                           | forestry:cart.beehouse                                 | EntityMinecartBeehouse               |    1 |
| GregTech                                           | gregtech:dynamite                                      | DynamiteEntity                       |    1 |
| GregTech                                           | gregtech:gtboat                                        | GTBoatEntity                         |    3 |
| GregTech                                           | gregtech:gtportal                                      | PortalEntity                         |    2 |
| GregTech                                           | gregtech:itnt                                          | ITNTEntity                           |    5 |
| GregTech                                           | gregtech:powderbarrel                                  | PowderbarrelEntity                   |    4 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ant                                     | EntityGaiaAnt                        |    1 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ant_hill                                | EntityGaiaPropAntHill                |    2 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ant_ranger                              | EntityGaiaAntRanger                  |    3 |
| Grimoire of Gaia 3                                 | grimoireofgaia:anubis                                  | EntityGaiaAnubis                     |    4 |
| Grimoire of Gaia 3                                 | grimoireofgaia:arachne                                 | EntityGaiaArachne                    |    5 |
| Grimoire of Gaia 3                                 | grimoireofgaia:banshee                                 | EntityGaiaBanshee                    |    6 |
| Grimoire of Gaia 3                                 | grimoireofgaia:baphomet                                | EntityGaiaBaphomet                   |    7 |
| Grimoire of Gaia 3                                 | grimoireofgaia:bee                                     | EntityGaiaBee                        |    8 |
| Grimoire of Gaia 3                                 | grimoireofgaia:beholder                                | EntityGaiaBeholder                   |    9 |
| Grimoire of Gaia 3                                 | grimoireofgaia:bomb                                    | EntityGaiaProjectileBomb             |   87 |
| Grimoire of Gaia 3                                 | grimoireofgaia:bone_knight                             | EntityGaiaBoneKnight                 |   10 |
| Grimoire of Gaia 3                                 | grimoireofgaia:bubble                                  | EntityGaiaProjectileBubble           |   88 |
| Grimoire of Gaia 3                                 | grimoireofgaia:butler                                  | EntityGaiaIllagerButler              |   11 |
| Grimoire of Gaia 3                                 | grimoireofgaia:campfire                                | EntityGaiaPropCampfire               |   12 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cecaelia                                | EntityGaiaCecaelia                   |   13 |
| Grimoire of Gaia 3                                 | grimoireofgaia:centaur                                 | EntityGaiaCentaur                    |   14 |
| Grimoire of Gaia 3                                 | grimoireofgaia:chest                                   | EntityGaiaPropChestMimic             |   15 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cobble_golem                            | EntityGaiaCobbleGolem                |   16 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cobblestone_golem                       | EntityGaiaCobblestoneGolem           |   17 |
| Grimoire of Gaia 3                                 | grimoireofgaia:creep                                   | EntityGaiaCreep                      |   18 |
| Grimoire of Gaia 3                                 | grimoireofgaia:creeper_girl                            | EntityGaiaNPCCreeperGirl             |   72 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cyan_flower                             | EntityGaiaPropFlowerCyan             |   19 |
| Grimoire of Gaia 3                                 | grimoireofgaia:cyclops                                 | EntityGaiaMonoeye                    |   45 |
| Grimoire of Gaia 3                                 | grimoireofgaia:deathword                               | EntityGaiaDeathword                  |   20 |
| Grimoire of Gaia 3                                 | grimoireofgaia:debug_mob                               | EntityDebugMob                       |    0 |
| Grimoire of Gaia 3                                 | grimoireofgaia:dhampir                                 | EntityGaiaDhampir                    |   21 |
| Grimoire of Gaia 3                                 | grimoireofgaia:dryad                                   | EntityGaiaDryad                      |   22 |
| Grimoire of Gaia 3                                 | grimoireofgaia:dullahan                                | EntityGaiaDullahan                   |   23 |
| Grimoire of Gaia 3                                 | grimoireofgaia:dwarf                                   | EntityGaiaDwarf                      |   24 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ender_dragon_girl                       | EntityGaiaEnderDragonGirl            |   25 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ender_eye                               | EntityGaiaEnderEye                   |   26 |
| Grimoire of Gaia 3                                 | grimoireofgaia:ender_girl                              | EntityGaiaNPCEnderGirl               |   74 |
| Grimoire of Gaia 3                                 | grimoireofgaia:flesh_lich                              | EntityGaiaFleshLich                  |   27 |
| Grimoire of Gaia 3                                 | grimoireofgaia:gelatinous_slime                        | EntityGaiaGelatinousSlime            |   28 |
| Grimoire of Gaia 3                                 | grimoireofgaia:goblin                                  | EntityGaiaGoblin                     |   29 |
| Grimoire of Gaia 3                                 | grimoireofgaia:goblin_feral                            | EntityGaiaGoblinFeral                |   30 |
| Grimoire of Gaia 3                                 | grimoireofgaia:gorgon                                  | EntityGaiaGorgon                     |   71 |
| Grimoire of Gaia 3                                 | grimoireofgaia:gryphon                                 | EntityGaiaGryphon                    |   32 |
| Grimoire of Gaia 3                                 | grimoireofgaia:harpy                                   | EntityGaiaHarpy                      |   33 |
| Grimoire of Gaia 3                                 | grimoireofgaia:harpy_wizard                            | EntityGaiaHarpyWizard                |   34 |
| Grimoire of Gaia 3                                 | grimoireofgaia:holstaurus                              | EntityGaiaNPCHolstaurus              |   76 |
| Grimoire of Gaia 3                                 | grimoireofgaia:horse                                   | EntityGaiaHorse                      |   35 |
| Grimoire of Gaia 3                                 | grimoireofgaia:hunter                                  | EntityGaiaHunter                     |   36 |
| Grimoire of Gaia 3                                 | grimoireofgaia:illager_fire                            | EntityGaiaIllagerFire                |   37 |
| Grimoire of Gaia 3                                 | grimoireofgaia:illager_inquisitor                      | EntityGaiaIllagerInquisitor          |   38 |
| Grimoire of Gaia 3                                 | grimoireofgaia:kikimora                                | EntityGaiaKikimora                   |   39 |
| Grimoire of Gaia 3                                 | grimoireofgaia:kobold                                  | EntityGaiaKobold                     |   40 |
| Grimoire of Gaia 3                                 | grimoireofgaia:magic                                   | EntityGaiaProjectileMagic            |   89 |
| Grimoire of Gaia 3                                 | grimoireofgaia:magic_random                            | EntityGaiaProjectileMagicRandom      |   90 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mandragora                              | EntityGaiaMandragora                 |   78 |
| Grimoire of Gaia 3                                 | grimoireofgaia:matango                                 | EntityGaiaMatango                    |   41 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mermaid                                 | EntityGaiaMermaid                    |   42 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mimic                                   | EntityGaiaMimic                      |   79 |
| Grimoire of Gaia 3                                 | grimoireofgaia:minotaur                                | EntityGaiaMinotaur                   |   43 |
| Grimoire of Gaia 3                                 | grimoireofgaia:minotaurus                              | EntityGaiaMinotaurus                 |   44 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mite                                    | EntityGaiaMite                       |   31 |
| Grimoire of Gaia 3                                 | grimoireofgaia:mummy                                   | EntityGaiaMummy                      |   46 |
| Grimoire of Gaia 3                                 | grimoireofgaia:naga                                    | EntityGaiaNaga                       |   47 |
| Grimoire of Gaia 3                                 | grimoireofgaia:nine_tails                              | EntityGaiaNineTails                  |   48 |
| Grimoire of Gaia 3                                 | grimoireofgaia:oni                                     | EntityGaiaOni                        |   49 |
| Grimoire of Gaia 3                                 | grimoireofgaia:orc                                     | EntityGaiaOrc                        |   50 |
| Grimoire of Gaia 3                                 | grimoireofgaia:poison                                  | EntityGaiaProjectilePoison           |   91 |
| Grimoire of Gaia 3                                 | grimoireofgaia:satyress                                | EntityGaiaSatyress                   |   51 |
| Grimoire of Gaia 3                                 | grimoireofgaia:selkie                                  | EntityGaiaSelkie                     |   52 |
| Grimoire of Gaia 3                                 | grimoireofgaia:shaman                                  | EntityGaiaShaman                     |   53 |
| Grimoire of Gaia 3                                 | grimoireofgaia:sharko                                  | EntityGaiaSharko                     |   54 |
| Grimoire of Gaia 3                                 | grimoireofgaia:siren                                   | EntityGaiaSiren                      |   55 |
| Grimoire of Gaia 3                                 | grimoireofgaia:slime_girl                              | EntityGaiaNPCSlimeGirl               |   73 |
| Grimoire of Gaia 3                                 | grimoireofgaia:sludge_girl                             | EntityGaiaSludgeGirl                 |   56 |
| Grimoire of Gaia 3                                 | grimoireofgaia:small_fireball                          | EntityGaiaProjectileSmallFireball    |   92 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_beholder                        | EntityGaiaSpawnerBeholder            |   80 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_ender_dragon_girl               | EntityGaiaSpawnerEnderDragonGirl     |   81 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_gorgon                          | EntityGaiaSpawnerGorgon              |   82 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_minotaur                        | EntityGaiaSpawnerMinotaur            |   83 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_sphinx                          | EntityGaiaSpawnerSphinx              |   84 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_valkyrie                        | EntityGaiaSpawnerValkyrie            |   85 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spawner_vampire                         | EntityGaiaSpawnerVampire             |   86 |
| Grimoire of Gaia 3                                 | grimoireofgaia:sphinx                                  | EntityGaiaSphinx                     |   57 |
| Grimoire of Gaia 3                                 | grimoireofgaia:sporeling                               | EntityGaiaSporeling                  |   59 |
| Grimoire of Gaia 3                                 | grimoireofgaia:spriggan                                | EntityGaiaSpriggan                   |   58 |
| Grimoire of Gaia 3                                 | grimoireofgaia:succubus                                | EntityGaiaSuccubus                   |   60 |
| Grimoire of Gaia 3                                 | grimoireofgaia:toad                                    | EntityGaiaToad                       |   61 |
| Grimoire of Gaia 3                                 | grimoireofgaia:trader                                  | EntityGaiaNPCTrader                  |   75 |
| Grimoire of Gaia 3                                 | grimoireofgaia:valkyrie                                | EntityGaiaValkyrie                   |   62 |
| Grimoire of Gaia 3                                 | grimoireofgaia:vampire                                 | EntityGaiaVampire                    |   65 |
| Grimoire of Gaia 3                                 | grimoireofgaia:vase                                    | EntityGaiaPropVase                   |   63 |
| Grimoire of Gaia 3                                 | grimoireofgaia:vase_nether                             | EntityGaiaPropVaseNether             |   64 |
| Grimoire of Gaia 3                                 | grimoireofgaia:web                                     | EntityGaiaProjectileWeb              |   93 |
| Grimoire of Gaia 3                                 | grimoireofgaia:werecat                                 | EntityGaiaWerecat                    |   66 |
| Grimoire of Gaia 3                                 | grimoireofgaia:weresheep                               | EntityGaiaNPCWeresheep               |   77 |
| Grimoire of Gaia 3                                 | grimoireofgaia:witch                                   | EntityGaiaWitch                      |   67 |
| Grimoire of Gaia 3                                 | grimoireofgaia:wither_cow                              | EntityGaiaWitherCow                  |   68 |
| Grimoire of Gaia 3                                 | grimoireofgaia:yeti                                    | EntityGaiaYeti                       |   69 |
| Grimoire of Gaia 3                                 | grimoireofgaia:yuki-onna                               | EntityGaiaYukiOnna                   |   70 |
| Ice and Fire                                       | iceandfire:amphithere                                  | EntityAmphithere                     |  936 |
| Ice and Fire                                       | iceandfire:amphitherearrow                             | EntityAmphithereArrow                |  937 |
| Ice and Fire                                       | iceandfire:black_frost                                 | EntityBlackFrostDragon               |  956 |
| Ice and Fire                                       | iceandfire:cyclops                                     | EntityCyclops                        |  919 |
| Ice and Fire                                       | iceandfire:deathworm                                   | EntityDeathWorm                      |  922 |
| Ice and Fire                                       | iceandfire:deathwormegg                                | EntityDeathWormEgg                   |  923 |
| Ice and Fire                                       | iceandfire:dragonarrow                                 | EntityDragonArrow                    |  902 |
| Ice and Fire                                       | iceandfire:dragonegg                                   | EntityDragonEgg                      |  901 |
| Ice and Fire                                       | iceandfire:dragonfire                                  | EntityDragonFire                     |  906 |
| Ice and Fire                                       | iceandfire:dragonfirecharge                            | EntityDragonFireCharge               |  910 |
| Ice and Fire                                       | iceandfire:dragonice                                   | EntityDragonIce                      |  907 |
| Ice and Fire                                       | iceandfire:dragonicecharge                             | EntityDragonIceCharge                |  911 |
| Ice and Fire                                       | iceandfire:dragonlightning                             | EntityDragonLightning                |  908 |
| Ice and Fire                                       | iceandfire:dragonlightningcharge                       | EntityDragonLightningCharge          |  912 |
| Ice and Fire                                       | iceandfire:dragonskull                                 | EntityDragonSkull                    |  903 |
| Ice and Fire                                       | iceandfire:dread_beast                                 | EntityDreadBeast                     |  947 |
| Ice and Fire                                       | iceandfire:dread_ghoul                                 | EntityDreadGhoul                     |  946 |
| Ice and Fire                                       | iceandfire:dread_horse                                 | EntityDreadHorse                     |  952 |
| Ice and Fire                                       | iceandfire:dread_knight                                | EntityDreadKnight                    |  951 |
| Ice and Fire                                       | iceandfire:dread_lich                                  | EntityDreadLich                      |  949 |
| Ice and Fire                                       | iceandfire:dread_lich_skull                            | EntityDreadLichSkull                 |  950 |
| Ice and Fire                                       | iceandfire:dread_queen                                 | EntityDreadQueen                     |  957 |
| Ice and Fire                                       | iceandfire:dread_scuttler                              | EntityDreadScuttler                  |  948 |
| Ice and Fire                                       | iceandfire:dread_thrall                                | EntityDreadThrall                    |  945 |
| Ice and Fire                                       | iceandfire:firedragon                                  | EntityFireDragon                     |  904 |
| Ice and Fire                                       | iceandfire:ghost                                       | EntityGhost                          |  953 |
| Ice and Fire                                       | iceandfire:ghost_sword                                 | EntityGhostSword                     |  954 |
| Ice and Fire                                       | iceandfire:gorgon                                      | EntityGorgon                         |  917 |
| Ice and Fire                                       | iceandfire:hippocampus                                 | EntityHippocampus                    |  921 |
| Ice and Fire                                       | iceandfire:hippogryph                                  | EntityHippogryph                     |  915 |
| Ice and Fire                                       | iceandfire:hippogryphegg                               | EntityHippogryphEgg                  |  914 |
| Ice and Fire                                       | iceandfire:hydra_arrow                                 | EntityHydraArrow                     |  941 |
| Ice and Fire                                       | iceandfire:hydra_breath                                | EntityHydraBreath                    |  943 |
| Ice and Fire                                       | iceandfire:icedragon                                   | EntityIceDragon                      |  905 |
